,adhyaya,pada,sutra num,sutra
2826,6.0,6.2,6.2.164,विभाषा छन्दसि
2827,6.0,6.2,6.2.165,संज्ञायां मित्राजिनयोः
2828,6.0,6.2,6.2.166,व्यवायिनोऽन्तरम्
2829,6.0,6.2,6.2.167,मुखं स्वाङ्गम्
2830,6.0,6.2,6.2.168,नाव्ययदिक्‌शब्दगोमहत्स्थूलमुष्टिपृथुवत्सेभ्यः
2831,6.0,6.2,6.2.169,निष्ठोपमानादन्यतरस्याम्
2832,6.0,6.2,6.2.170,जातिकालसुखादिभ्योऽनाच्छादनात्‌ क्तोऽकृतमितप्रतिपन्नाः
2833,6.0,6.2,6.2.171,वा जाते
2834,6.0,6.2,6.2.172,नञ्सुभ्याम्
2835,6.0,6.2,6.2.173,कपि पूर्वम्
2836,6.0,6.2,6.2.174,ह्रस्वान्तेऽन्त्यात्‌ पूर्वम्
2837,6.0,6.2,6.2.175,बहोर्नञ्वदुत्तरपदभूम्नि
2838,6.0,6.2,6.2.176,न गुणादयोऽवयवाः
2839,6.0,6.2,6.2.177,उपसर्गात्‌ स्वाङ्गं ध्रुवमपर्शु
2840,6.0,6.2,6.2.178,वनं समासे
2841,6.0,6.2,6.2.179,अन्तः
2842,6.0,6.2,6.2.180,अन्तश्च
2843,6.0,6.2,6.2.181,न निविभ्याम्
2844,6.0,6.2,6.2.182,परेरभितोभाविमण्डलम्
2845,6.0,6.2,6.2.183,प्रादस्वाङ्गं संज्ञायाम्
2846,6.0,6.2,6.2.184,निरुदकादीनि च
2847,6.0,6.2,6.2.185,अभेर्मुखम्
2848,6.0,6.2,6.2.186,अपाच्च
2849,6.0,6.2,6.2.187,स्फिगपूतवीणाऽञ्जोऽध्वकुक्षिसीरनामनाम च
2850,6.0,6.2,6.2.188,अधेरुपरिस्थम्
2851,6.0,6.2,6.2.189,अनोरप्रधानकनीयसी
2852,6.0,6.2,6.2.190,पुरुषश्चान्वादिष्टः
2853,6.0,6.2,6.2.191,अतेरकृत्पदे
2854,6.0,6.2,6.2.192,नेरनिधाने
2855,6.0,6.2,6.2.193,प्रतेरंश्वादयस्तत्पुरुषे
2856,6.0,6.2,6.2.194,उपाद् द्व्यजजिनमगौरादयः
2857,6.0,6.2,6.2.195,सोरवक्षेपणे
2858,6.0,6.2,6.2.196,विभाषोत्पुच्छे
2859,6.0,6.2,6.2.197,द्वित्रिभ्यां पाद्दन्मूर्धसु बहुव्रीहौ
2860,6.0,6.2,6.2.198,सक्थं चाक्रान्तात्‌
2861,6.0,6.2,6.2.199,परादिश्छन्दसि बहुलम्
2862,6.0,6.3,6.3.1,अलुगुत्तरपदे
2863,6.0,6.3,6.3.2,पञ्चम्याः स्तोकादिभ्यः
2864,6.0,6.3,6.3.3,ओजःसहोऽम्भस्तमसः तृतीयायाः
2865,6.0,6.3,6.3.4,मनसः संज्ञायाम्
2866,6.0,6.3,6.3.5,आज्ञायिनि च
2867,6.0,6.3,6.3.6,आत्मनश्च पूरणे
2868,6.0,6.3,6.3.7,वैयाकरणाख्यायां चतुर्थ्याः
2869,6.0,6.3,6.3.8,परस्य च
2870,6.0,6.3,6.3.9,हलदन्तात्‌ सप्तम्याः संज्ञायाम्
2871,6.0,6.3,6.3.10,कारनाम्नि च प्राचां हलादौ
2872,6.0,6.3,6.3.11,मध्याद्गुरौ
2873,6.0,6.3,6.3.12,अमूर्धमस्तकात्‌ स्वाङ्गादकामे
2874,6.0,6.3,6.3.13,बन्धे च विभाषा
2875,6.0,6.3,6.3.14,तत्पुरुषे कृति बहुलम्
2876,6.0,6.3,6.3.15,प्रावृट्शरत्कालदिवां जे
2877,6.0,6.3,6.3.16,विभाषा वर्षक्षरशरवरात्‌
2878,6.0,6.3,6.3.17,घकालतनेषु कालनाम्नः
2879,6.0,6.3,6.3.18,शयवासवासिषु अकालात्‌
2880,6.0,6.3,6.3.19,नेन्सिद्धबध्नातिषु
2881,6.0,6.3,6.3.20,स्थे च भाषायाम्
2882,6.0,6.3,6.3.21,षष्ठ्या आक्रोशे
2883,6.0,6.3,6.3.22,पुत्रेऽन्यतरस्याम्
2884,6.0,6.3,6.3.23,ऋतो विद्यायोनिसम्बन्धेभ्यः
2885,6.0,6.3,6.3.24,विभाषा स्वसृपत्योः
2886,6.0,6.3,6.3.25,आनङ् ऋतो द्वंद्वे
2887,6.0,6.3,6.3.26,देवताद्वंद्वे च
2888,6.0,6.3,6.3.27,ईदग्नेः सोमवरुणयोः
2889,6.0,6.3,6.3.28,इद्वृद्धौ
2890,6.0,6.3,6.3.29,दिवो द्यावा
2891,6.0,6.3,6.3.30,दिवसश्च पृथिव्याम्
2892,6.0,6.3,6.3.31,उषासोषसः
2893,6.0,6.3,6.3.32,मातरपितरावुदीचाम्
2894,6.0,6.3,6.3.33,पितरामातरा च च्छन्दसि
2895,6.0,6.3,6.3.34,स्त्रियाः पुंवद्भाषितपुंस्कादनूङ् समानाधिकरणे स्त्रियामपूरणीप्रियाऽऽदिषु
2896,6.0,6.3,6.3.35,तसिलादिषु आकृत्वसुचः
2897,6.0,6.3,6.3.36,क्यङ्मानिनोश्च
2898,6.0,6.3,6.3.37,न कोपधायाः
2899,6.0,6.3,6.3.38,संज्ञापूरण्योश्च
2900,6.0,6.3,6.3.39,वृद्धिनिमित्तस्य च तद्धितस्यारक्तविकारे
2901,6.0,6.3,6.3.40,स्वाङ्गाच्चेतोऽमानिनि
2902,6.0,6.3,6.3.41,जातेश्च
2903,6.0,6.3,6.3.42,पुंवत्‌ कर्मधारयजातीयदेशीयेषु
2904,6.0,6.3,6.3.43,घरूपकल्पचेलड्ब्रुवगोत्रमतहतेषु ङ्योऽनेकाचो ह्रस्वः
2905,6.0,6.3,6.3.44,नद्याः शेषस्यान्यतरस्याम्
2906,6.0,6.3,6.3.45,उगितश्च
2907,6.0,6.3,6.3.46,आन्महतः समानाधिकरणजातीययोः
2908,6.0,6.3,6.3.47,द्व्यष्टनः संख्यायामबहुव्रीह्यशीत्योः
2909,6.0,6.3,6.3.48,त्रेस्त्रयः
2910,6.0,6.3,6.3.49,विभाषा चत्वारिंशत्प्रभृतौ सर्वेषाम्
2911,6.0,6.3,6.3.50,हृदयस्य हृल्लेखयदण्लासेषु
2912,6.0,6.3,6.3.51,वा शोकष्यञ्रोगेषु
2913,6.0,6.3,6.3.52,पादस्य पदाज्यातिगोपहतेषु
2914,6.0,6.3,6.3.53,पद् यत्यतदर्थे
2915,6.0,6.3,6.3.54,हिमकाषिहतिषु च
2916,6.0,6.3,6.3.55,ऋचः शे
2917,6.0,6.3,6.3.56,वा घोषमिश्रशब्देषु
2918,6.0,6.3,6.3.57,उदकस्योदः संज्ञायाम्
2919,6.0,6.3,6.3.58,पेषंवासवाहनधिषु च
2920,6.0,6.3,6.3.59,एकहलादौ पूरयितव्येऽन्यतरस्याम्
2921,6.0,6.3,6.3.60,मन्थौदनसक्तुबिन्दुवज्रभारहारवीवधगाहेषु च
2922,6.0,6.3,6.3.61,इको ह्रस्वोऽङ्यो गालवस्य
2923,6.0,6.3,6.3.62,एक तद्धिते च
2924,6.0,6.3,6.3.63,ङ्यापोः संज्ञाछन्दसोर्बहुलम्
2925,6.0,6.3,6.3.64,त्वे च
2926,6.0,6.3,6.3.65,इष्टकेषीकामालानां चिततूलभारिषु
2927,6.0,6.3,6.3.66,खित्यनव्ययस्य
2928,6.0,6.3,6.3.67,अरुर्द्विषदजन्तस्य मुम्
2929,6.0,6.3,6.3.68,इच एकाचोऽम्प्रत्ययवच्च
2930,6.0,6.3,6.3.69,वाचंयमपुरंदरौ च
2931,6.0,6.3,6.3.70,कारे सत्यागदस्य
2932,6.0,6.3,6.3.71,श्येनतिलस्य पाते ञे
2933,6.0,6.3,6.3.72,रात्रेः कृति विभाषा
2934,6.0,6.3,6.3.73,नलोपो नञः
2935,6.0,6.3,6.3.74,तस्मान्नुडचि
2936,6.0,6.3,6.3.75,नभ्राण्नपान्नवेदानासत्यानमुचिनकुलनखनपुंसकनक्षत्रनक्रनाकेषु प्रकृत्या
2937,6.0,6.3,6.3.76,एकादिश्चैकस्य चादुक्
2938,6.0,6.3,6.3.77,नगोऽप्राणिष्वन्यतरस्याम्
2939,6.0,6.3,6.3.78,सहस्य सः संज्ञायाम्
2940,6.0,6.3,6.3.79,ग्रन्थान्ताधिके च
2941,6.0,6.3,6.3.80,द्वितीये चानुपाख्ये
2942,6.0,6.3,6.3.81,अव्ययीभावे चाकाले
2943,6.0,6.3,6.3.82,वोपसर्जनस्य
2944,6.0,6.3,6.3.83,प्रकृत्याऽऽशिष्यगोवत्सहलेषु
2945,6.0,6.3,6.3.84,समानस्य छन्दस्यमूर्धप्रभृत्युदर्केषु
2946,6.0,6.3,6.3.85,ज्योतिर्जनपदरात्रिनाभिनामगोत्ररूपस्थानवर्णवयोवचनबन्धुषु
2947,6.0,6.3,6.3.86,चरणे ब्रह्मचारिणि
2948,6.0,6.3,6.3.87,तीर्थे ये
2949,6.0,6.3,6.3.88,विभाषोदरे
2950,6.0,6.3,6.3.89,दृग्दृशवतुषु
2951,6.0,6.3,6.3.90,इदङ्किमोरीश्की
2952,6.0,6.3,6.3.91,आ सर्वनाम्नः
2953,6.0,6.3,6.3.92,विष्वग्देवयोश्च टेरद्र्यञ्चतौ वप्रत्यये
2954,6.0,6.3,6.3.93,समः समि
2955,6.0,6.3,6.3.94,तिरसस्तिर्यलोपे
2956,6.0,6.3,6.3.95,सहस्य सध्रिः
2957,6.0,6.3,6.3.96,सध मादस्थयोश्छन्दसि
2958,6.0,6.3,6.3.97,द्व्यन्तरुपसर्गेभ्योऽप ईत्‌
2959,6.0,6.3,6.3.98,ऊदनोर्देशे
2960,6.0,6.3,6.3.99,अषष्ठ्यतृतीयास्थस्यान्यस्य दुगाशिराशाऽऽस्थाऽऽस्थितोत्सुकोतिकारकरागच्छेषु
2961,6.0,6.3,6.3.100,अर्थे विभाषा
2962,6.0,6.3,6.3.101,कोः कत्‌ तत्पुरुषेऽचि
2963,6.0,6.3,6.3.102,रथवदयोश्च
2964,6.0,6.3,6.3.103,तृणे च जातौ
2965,6.0,6.3,6.3.104,का पथ्यक्षयोः
2966,6.0,6.3,6.3.105,ईषदर्थे
2967,6.0,6.3,6.3.106,विभाषा पुरुषे
2968,6.0,6.3,6.3.107,कवं चोष्णे
2969,6.0,6.3,6.3.108,पथि च च्छन्दसि
2970,6.0,6.3,6.3.109,पृषोदरादीनि यथोपदिष्टम्
2971,6.0,6.3,6.3.110,संख्याविसायपूर्वस्याह्नस्याहन्नन्यतरस्यां ङौ
2972,6.0,6.3,6.3.111,ढ्रलोपे पूर्वस्य दीर्घोऽणः
2973,6.0,6.3,6.3.112,सहिवहोरोदवर्णस्य
2974,6.0,6.3,6.3.113,साढ्यै साढ्वा साढेति निगमे
2975,6.0,6.3,6.3.114,संहितायाम्
2976,6.0,6.3,6.3.115,कर्णे लक्षणस्याविष्टाष्टपञ्चमणिभिन्नछिन्नछिद्रस्रुवस्वस्तिकस्य
2977,6.0,6.3,6.3.116,नहिवृतिवृषिव्यधिरुचिसहितनिषु क्वौ
2978,6.0,6.3,6.3.117,वनगिर्योः संज्ञायां कोटरकिंशुलकादीनाम्
2979,6.0,6.3,6.3.118,वले
2980,6.0,6.3,6.3.119,मतौ बह्वचोऽनजिरादीनाम्
2981,6.0,6.3,6.3.120,शरादीनां च
2982,6.0,6.3,6.3.121,इकः वहे अपीलोः
2983,6.0,6.3,6.3.122,उपसर्गस्य घञ्यमनुष्ये बहुलम्
2984,6.0,6.3,6.3.123,इकः काशे
2985,6.0,6.3,6.3.124,दस्ति
2986,6.0,6.3,6.3.125,अष्टनः संज्ञायाम्
2987,6.0,6.3,6.3.126,छन्दसि च
2988,6.0,6.3,6.3.127,चितेः कपि
2989,6.0,6.3,6.3.128,विश्वस्य वसुराटोः
2990,6.0,6.3,6.3.129,नरे संज्ञायाम्
2991,6.0,6.3,6.3.130,मित्रे चर्षौ
2992,6.0,6.3,6.3.131,मन्त्रे सोमाश्वेन्द्रियविश्वदेव्यस्य मतौ
2993,6.0,6.3,6.3.132,ओषधेश्च विभक्तावप्रथमायाम्
2994,6.0,6.3,6.3.133,ऋचि तुनुघमक्षुतङ्कुत्रोरुष्याणाम्
2995,6.0,6.3,6.3.134,इकः सुञि
2996,6.0,6.3,6.3.135,द्व्यचोऽतस्तिङः
2997,6.0,6.3,6.3.136,निपातस्य च
2998,6.0,6.3,6.3.137,अन्येषामपि दृश्यते
2999,6.0,6.3,6.3.138,चौ
3000,6.0,6.3,6.3.139,सम्प्रसारणस्य
3001,6.0,6.4,6.4.1,अङ्गस्य
3002,6.0,6.4,6.4.2,हलः
3003,6.0,6.4,6.4.3,नामि
3004,6.0,6.4,6.4.4,न तिसृचतसृ
3005,6.0,6.4,6.4.5,छन्दस्युभयथा
3006,6.0,6.4,6.4.6,नृ च
3007,6.0,6.4,6.4.7,नोपधायाः
3008,6.0,6.4,6.4.8,सर्वनामस्थाने चासम्बुद्धौ
3009,6.0,6.4,6.4.9,वा षपूर्वस्य निगमे
3010,6.0,6.4,6.4.10,सान्तमहतः संयोगस्य
3011,6.0,6.4,6.4.11,अप्तृन्तृच्स्वसृनप्तृनेष्टृत्वष्टृक्षत्तृहोतृपोतृप्रशास्तॄणाम्
3012,6.0,6.4,6.4.12,इन्हन्पूषार्यम्णां शौ
3013,6.0,6.4,6.4.13,सौ च
3014,6.0,6.4,6.4.14,अत्वसन्तस्य चाधातोः
3015,6.0,6.4,6.4.15,अनुनासिकस्य क्विझलोः क्ङिति
3016,6.0,6.4,6.4.16,अज्झनगमां सनि
3017,6.0,6.4,6.4.17,तनोतेर्विभाषा
3018,6.0,6.4,6.4.18,क्रमश्च क्त्वि
3019,6.0,6.4,6.4.19,च्छ्वोः शूडनुनासिके च
3020,6.0,6.4,6.4.20,ज्वरत्वरश्रिव्यविमवामुपधायाश्च
3021,6.0,6.4,6.4.21,राल्लोपः
3022,6.0,6.4,6.4.22,असिद्धवदत्राभात्‌
3023,6.0,6.4,6.4.23,श्नान्नलोपः
3024,6.0,6.4,6.4.24,अनिदितां हल उपधायाः क्ङिति
3025,6.0,6.4,6.4.25,दन्शसञ्जस्वञ्जां शपि
3026,6.0,6.4,6.4.26,रञ्जेश्च
3027,6.0,6.4,6.4.27,घञि च भावकरणयोः
3028,6.0,6.4,6.4.28,स्यदो जवे
3029,6.0,6.4,6.4.29,अवोदैधौद्मप्रश्रथहिमश्रथाः
3030,6.0,6.4,6.4.30,नाञ्चेः पूजायाम्
3031,6.0,6.4,6.4.31,क्त्वि स्कन्दिस्यन्दोः
3032,6.0,6.4,6.4.32,जान्तनशां विभाषा
3033,6.0,6.4,6.4.33,भञ्जेश्च चिणि
3034,6.0,6.4,6.4.34,शास इदङ्हलोः
3035,6.0,6.4,6.4.35,शा हौ
3036,6.0,6.4,6.4.36,हन्तेर्जः
3037,6.0,6.4,6.4.37,अनुदात्तोपदेशवनतितनोत्यादीनामनुनासिकलोपो झलि क्ङिति
3038,6.0,6.4,6.4.38,वा ल्यपि
3039,6.0,6.4,6.4.39,न क्तिचि दीर्घश्च
3040,6.0,6.4,6.4.40,गमः क्वौ
3041,6.0,6.4,6.4.41,विड्वनोरनुनासिकस्यात्‌
3042,6.0,6.4,6.4.42,जनसनखनां सञ्झलोः
3043,6.0,6.4,6.4.43,ये विभाषा
3044,6.0,6.4,6.4.44,तनोतेर्यकि
3045,6.0,6.4,6.4.45,सनः क्तिचि लोपश्चास्यान्यतरस्याम्
3046,6.0,6.4,6.4.46,आर्धधातुके
3047,6.0,6.4,6.4.47,भ्रस्जो रोपधयोः रमन्यतरस्याम्‌
3048,6.0,6.4,6.4.48,अतो लोपः
3049,6.0,6.4,6.4.49,यस्य हलः
3050,6.0,6.4,6.4.50,क्यस्य विभाषा
3051,6.0,6.4,6.4.51,णेरनिटि
3052,6.0,6.4,6.4.52,निष्ठायां सेटि
3053,6.0,6.4,6.4.53,जनिता मन्त्रे
3054,6.0,6.4,6.4.54,शमिता यज्ञे
3055,6.0,6.4,6.4.55,अयामन्ताल्वाय्येत्न्विष्णुषु
3056,6.0,6.4,6.4.56,ल्यपि लघुपूर्वात्‌
3057,6.0,6.4,6.4.57,विभाषाऽऽपः
3058,6.0,6.4,6.4.58,युप्लुवोर्दीर्घश्छन्दसि
3059,6.0,6.4,6.4.59,क्षियः
3060,6.0,6.4,6.4.60,निष्ठायां अण्यदर्थे
3061,6.0,6.4,6.4.61,वाऽऽक्रोशदैन्ययोः
3062,6.0,6.4,6.4.62,स्यसिच्सीयुट्तासिषु भावकर्मणोरुपदेशेऽज्झनग्रहदृशां वा चिण्वदिट् च
3063,6.0,6.4,6.4.63,दीङो युडचि क्ङिति
3064,6.0,6.4,6.4.64,आतो लोप इटि च
3065,6.0,6.4,6.4.65,ईद्यति
3066,6.0,6.4,6.4.66,घुमास्थागापाजहातिसां हलि
3067,6.0,6.4,6.4.67,एर्लिङि
3068,6.0,6.4,6.4.68,वाऽन्यस्य संयोगादेः
3069,6.0,6.4,6.4.69,न ल्यपि
3070,6.0,6.4,6.4.70,मयतेरिदन्यतरस्याम्
3071,6.0,6.4,6.4.71,लुङ्लङ्लृङ्क्ष्वडुदात्तः
3072,6.0,6.4,6.4.72,आडजादीनाम्
3073,6.0,6.4,6.4.73,छन्दस्यपि दृश्यते
3074,6.0,6.4,6.4.74,न माङ्योगे
3075,6.0,6.4,6.4.75,बहुलं छन्दस्यमाङ्योगेऽपि
3076,6.0,6.4,6.4.76,इरयो रे
3077,6.0,6.4,6.4.77,अचि श्नुधातुभ्रुवां य्वोरियङुवङौ
3078,6.0,6.4,6.4.78,अभ्यासस्यासवर्णे
3079,6.0,6.4,6.4.79,स्त्रियाः
3080,6.0,6.4,6.4.80,वाऽम्शसोः
3081,6.0,6.4,6.4.81,इणो यण्
3082,6.0,6.4,6.4.82,एरनेकाचोऽसंयोगपूर्वस्य
3083,6.0,6.4,6.4.83,ओः सुपि
3084,6.0,6.4,6.4.84,वर्षाभ्वश्च
3085,6.0,6.4,6.4.85,न भूसुधियोः
3086,6.0,6.4,6.4.86,छन्दस्युभयथा
3087,6.0,6.4,6.4.87,हुश्नुवोः सार्वधातुके
3088,6.0,6.4,6.4.88,भुवो वुग्लुङ्लिटोः
3089,6.0,6.4,6.4.89,ऊदुपधाया गोहः
3090,6.0,6.4,6.4.90,दोषो णौ
3091,6.0,6.4,6.4.91,वा चित्तविरागे
3092,6.0,6.4,6.4.92,मितां ह्रस्वः
3093,6.0,6.4,6.4.93,चिण्णमुलोर्दीर्घोऽन्यतरस्याम्
3094,6.0,6.4,6.4.94,खचि ह्रस्वः
3095,6.0,6.4,6.4.95,ह्लादो निष्ठायाम्
3096,6.0,6.4,6.4.96,छादेर्घेऽद्व्युपसर्गस्य
3097,6.0,6.4,6.4.97,इस्मन्त्रन्क्विषु च
3098,6.0,6.4,6.4.98,गमहनजनखनघसां लोपः क्ङित्यनङि
3099,6.0,6.4,6.4.99,तनिपत्योश्छन्दसि
3100,6.0,6.4,6.4.100,घसिभसोर्हलि च
3101,6.0,6.4,6.4.101,हुझल्भ्यो हेर्धिः
3102,6.0,6.4,6.4.102,श्रुशृणुपॄकृवृभ्यश्छन्दसि
3103,6.0,6.4,6.4.103,अङितश्च
3104,6.0,6.4,6.4.104,चिणो लुक्
3105,6.0,6.4,6.4.105,अतो हेः
3106,6.0,6.4,6.4.106,उतश्च प्रत्ययादसंयोगपूर्वात्‌
3107,6.0,6.4,6.4.107,लोपश्चास्यान्यतरस्यां म्वोः
3108,6.0,6.4,6.4.108,नित्यं करोतेः
3109,6.0,6.4,6.4.109,ये च
3110,6.0,6.4,6.4.110,अत उत्‌ सार्वधातुके
3111,6.0,6.4,6.4.111,श्नसोरल्लोपः
3112,6.0,6.4,6.4.112,श्नाऽभ्यस्तयोरातः
3113,6.0,6.4,6.4.113,ई हल्यघोः
3114,6.0,6.4,6.4.114,इद्दरिद्रस्य
3115,6.0,6.4,6.4.115,भियोऽन्यतरस्याम्
3116,6.0,6.4,6.4.116,जहातेश्च
3117,6.0,6.4,6.4.117,आ च हौ
3118,6.0,6.4,6.4.118,लोपो यि
3119,6.0,6.4,6.4.119,घ्वसोरेद्धावभ्यासलोपश्च
3120,6.0,6.4,6.4.120,अत एकहल्मध्येऽनादेशादेर्लिटि
3121,6.0,6.4,6.4.121,थलि च सेटि
3122,6.0,6.4,6.4.122,तॄफलभजत्रपश्च
3123,6.0,6.4,6.4.123,राधो हिंसायाम्
3124,6.0,6.4,6.4.124,वा जॄभ्रमुत्रसाम्
3125,6.0,6.4,6.4.125,फणां च सप्तानाम्
3126,6.0,6.4,6.4.126,न शसददवादिगुणानाम्
3127,6.0,6.4,6.4.127,अर्वणस्त्रसावनञः
3128,6.0,6.4,6.4.128,मघवा बहुलम्
3129,6.0,6.4,6.4.129,भस्य
3130,6.0,6.4,6.4.130,पादः पत्
3131,6.0,6.4,6.4.131,वसोः सम्प्रसारणम्
3132,6.0,6.4,6.4.132,वाह ऊठ्
3133,6.0,6.4,6.4.133,श्वयुवमघोनामतद्धिते
3134,6.0,6.4,6.4.134,अल्लोपोऽनः
3135,6.0,6.4,6.4.135,षपूर्वहन्धृतराज्ञामणि
3136,6.0,6.4,6.4.136,विभाषा ङिश्योः
3137,6.0,6.4,6.4.137,न संयोगाद्वमन्तात्‌
3138,6.0,6.4,6.4.138,अचः
3139,6.0,6.4,6.4.139,उद ईत्‌
3140,6.0,6.4,6.4.140,आतो धातोः
3141,6.0,6.4,6.4.141,मन्त्रेष्वाङ्यादेरात्मनः
3142,6.0,6.4,6.4.142,ति विंशतेर्डिति
3143,6.0,6.4,6.4.143,टेः
3144,6.0,6.4,6.4.144,नस्तद्धिते
3145,6.0,6.4,6.4.145,अह्नष्टखोरेव
3146,6.0,6.4,6.4.146,ओर्गुणः
3147,6.0,6.4,6.4.147,ढे लोपोऽकद्र्वाः
3148,6.0,6.4,6.4.148,यस्येति च
3149,6.0,6.4,6.4.149,सूर्यतिष्यागस्त्यमत्स्यानां य उपधायाः
3150,6.0,6.4,6.4.150,हलस्तद्धितस्य
3151,6.0,6.4,6.4.151,आपत्यस्य च तद्धितेऽनाति
3152,6.0,6.4,6.4.152,क्यच्व्योश्च
3153,6.0,6.4,6.4.153,बिल्वकादिभ्यश्छस्य लुक्
3154,6.0,6.4,6.4.154,तुरिष्ठेमेयस्सु
3155,6.0,6.4,6.4.155,टेः
3156,6.0,6.4,6.4.156,स्थूलदूरयुवह्रस्वक्षिप्रक्षुद्राणां यणादिपरं पूर्वस्य च गुणः
3157,6.0,6.4,6.4.157,प्रियस्थिरस्फिरोरुबहुलगुरुवृद्धतृप्रदीर्घवृन्दारकाणां प्रस्थस्फवर्बंहिगर्वर्षित्रब्द्राघिवृन्दाः
3158,6.0,6.4,6.4.158,बहोर्लोपो भू च बहोः
3159,6.0,6.4,6.4.159,इष्ठस्य यिट् च
3160,6.0,6.4,6.4.160,ज्यादादीयसः
3161,6.0,6.4,6.4.161,र ऋतो हलादेर्लघोः
3162,6.0,6.4,6.4.162,विभाषर्जोश्छन्दसि
3163,6.0,6.4,6.4.163,प्रकृत्यैकाच्
3164,6.0,6.4,6.4.164,इनण्यनपत्ये
3165,6.0,6.4,6.4.165,गाथिविदथिकेशिगणिपणिनश्च
3166,6.0,6.4,6.4.166,संयोगादिश्च
3167,6.0,6.4,6.4.167,अन्
3168,6.0,6.4,6.4.168,ये चाभावकर्मणोः
3169,6.0,6.4,6.4.169,आत्माध्वानौ खे
3170,6.0,6.4,6.4.170,न मपूर्वोऽपत्येऽवर्मणः
3171,6.0,6.4,6.4.171,ब्राह्मोअजातौ
3172,6.0,6.4,6.4.172,कार्मस्ताच्छील्ये
3173,6.0,6.4,6.4.173,औक्षमनपत्ये
3174,6.0,6.4,6.4.174,दाण्डिनायनहास्तिनायनाथर्वणिकजैह्माशिनेयवाशिनायनिभ्रौणहत्यधैवत्यसारवैक्ष्वाकमैत्रेयहिरण्मयानि
3175,6.0,6.4,6.4.175,ऋत्व्यवास्त्व्यवास्त्वमाध्वीहिरण्ययानि च्छन्दसि
3176,7.0,7.1,7.1.1,युवोरनाकौ
3177,6.0,7.1,7.1.2,आयनेयीनीयियः फढखच्छघां प्रत्ययादीनाम्‌
3178,7.0,7.1,7.1.3,झोऽन्तः
3179,7.0,7.1,7.1.4,अदभ्यस्तात्‌
3180,7.0,7.1,7.1.5,आत्मनेपदेष्वनतः
3181,7.0,7.1,7.1.6,शीङो रुट्
3182,7.0,7.1,7.1.7,वेत्तेर्विभाषा
3183,7.0,7.1,7.1.8,बहुलं छन्दसि
3184,7.0,7.1,7.1.9,अतो भिस ऐस्
3185,7.0,7.1,7.1.10,बहुलं छन्दसि
3186,7.0,7.1,7.1.11,नेदमदसोरकोः
3187,7.0,7.1,7.1.12,टाङसिङसामिनात्स्याः
3188,7.0,7.1,7.1.13,ङेर्यः
3189,7.0,7.1,7.1.14,सर्वनाम्नः स्मै
3190,7.0,7.1,7.1.15,ङसिङ्योः स्मात्स्मिनौ
3191,7.0,7.1,7.1.16,पूर्वादिभ्यो नवभ्यो वा
3192,7.0,7.1,7.1.17,जसः शी
3193,7.0,7.1,7.1.18,औङ आपः
3194,7.0,7.1,7.1.19,नपुंसकाच्च
3195,7.0,7.1,7.1.20,जश्शसोः शिः
3196,7.0,7.1,7.1.21,अष्टाभ्य औश्
3197,7.0,7.1,7.1.22,षड्भ्यो लुक्
3198,7.0,7.1,7.1.23,स्वमोर्नपुंसकात्‌
3199,7.0,7.1,7.1.24,अतोऽम्
3200,7.0,7.1,7.1.25,अद्ड् डतरादिभ्यः पञ्चभ्यः
3201,7.0,7.1,7.1.26,नेतराच्छन्दसि
3202,7.0,7.1,7.1.27,युष्मदस्मद्भ्यां ङसोऽश्
3203,7.0,7.1,7.1.28,ङे प्रथमयोरम्
3204,7.0,7.1,7.1.29,शसो न
3205,7.0,7.1,7.1.30,भ्यसो भ्यम्
3206,7.0,7.1,7.1.31,पञ्चम्या अत्‌
3207,7.0,7.1,7.1.32,एकवचनस्य च
3208,7.0,7.1,7.1.33,साम आकम्
3209,7.0,7.1,7.1.34,आत औ णलः
3210,7.0,7.1,7.1.35,तुह्योस्तातङाशिष्यन्यतरस्याम्
3211,7.0,7.1,7.1.36,विदेः शतुर्वसुः
3212,7.0,7.1,7.1.37,समासेऽनञ्पूर्वे क्त्वो ल्यप्‌
3213,7.0,7.1,7.1.38,क्त्वाऽपि छन्दसि
3214,7.0,7.1,7.1.39,सुपां सुलुक्पूर्वसवर्णाऽऽच्छेयाडाड्यायाजालः
3215,7.0,7.1,7.1.40,अमो मश्
3216,7.0,7.1,7.1.41,लोपस्त आत्मनेपदेषु
3217,7.0,7.1,7.1.42,ध्वमो ध्वात्‌
3218,7.0,7.1,7.1.43,यजध्वैनमिति च
3219,7.0,7.1,7.1.44,तस्य तात्‌
3220,7.0,7.1,7.1.45,तप्तनप्तनथनाश्च
3221,7.0,7.1,7.1.46,इदन्तो मसि
3222,7.0,7.1,7.1.47,क्त्वो यक्
3223,7.0,7.1,7.1.48,इष्ट्वीनमिति च
3224,7.0,7.1,7.1.49,स्नात्व्यादयश्च
3225,7.0,7.1,7.1.50,आज्जसेरसुक्
3226,7.0,7.1,7.1.51,अश्वक्षीरवृषलवणानामात्मप्रीतौ क्यचि
3227,7.0,7.1,7.1.52,आमि सर्वनाम्नः सुट्
3228,7.0,7.1,7.1.53,त्रेस्त्रयः
3229,7.0,7.1,7.1.54,ह्रस्वनद्यापो नुट्
3230,7.0,7.1,7.1.55,षट्चतुर्भ्यश्च
3231,7.0,7.1,7.1.56,श्रीग्रामण्योश्छन्दसि
